№ п/п;Код ресурса;Наименование ресурса;Ед.изм.;Кол-во;Сметная стоимоть  в базисном уровне;;;;
;;;;;На ед.    изм.;Общ;ЗП маш;;
198;"Прайс-лист ООО ""Аналит Продактс""";"Система дистилляции кислот СПК-2 Мощность: 300 Вт; питание: 220 В, 50 Гц";шт;1;43476,83;43476,83;;;72
184;"Прайс-лист АО ""НПК Медиана-фильтр""";"Система очистки, 2 тип AL-1 Double Мощность: 100 Вт; питание: 220 В, 50 Гц";шт;1;42187,83;42187,83;;;74
102;Прайс-лист  ОСК Техно;Складная ручка для CM	RITTAL 5001.060;шт;3;424,35;1273,05;;;37
86;Прайс-лист  ОСК Техно;Складная ручка для CM	RITTAL 5001.060;шт;1;424,35;424,35;;;37
93;Прайс-лист  ОСК Техно;Складная ручка для CM RITTAL 5001.060;шт;1;424,35;424,35;;;37
114;Прайс-лист  ОСК Техно;Складная ручка для CM RITTAL 5001.060;шт;2;424,35;848,7;;;37
77;Прайс-лист  ОСК Техно;Складная ручка для CM RITTAL 5001.060;шт;1;424,35;424,35;;;37
100;Прайс-лист  ОСК Техно;Складная ручка для CM RITTAL 5001.060;шт;1;424,35;424,35;;;37
90;Прайс-лист  ОСК Техно;Складная ручка для CM RITTAL 5001.060;шт;2;424,35;848,7;;;37
88;Прайс-лист  ОСК Техно;Складная ручка для CM RITTAL 5001.060;шт;2;424,35;848,7;;;37
216;"Прайс-лист ООО ""МЕТА""";"Сорбтометр СОРБИ-М Мощность: 80 Вт; питание: 220 В, 50 Гц";шт;1;307826,09;307826,09;;;57
138;"Том 11.4.5.1 , 116.4-01-СМ4.5.1  (КАЦ 16.16 том 11.4.1) КП ООО ""Евроснаб"" от 24.02.2021г №120 стр.143, п.63";Сосуд конденсационный СК-6,3-А (6,3 МПа,Ст.20);шт.;2;231,88;463,76;;;46
137;"Том 11.4.5.1 , 116.4-01-СМ4.5.1  (КАЦ 16.15 том 11.4.1) КП ООО ""Евроснаб"" от 24.02.2021г №120 стр.143, п.62";Сосуд уравнительный СУ-6,3-А (6,3 МПа.Ст.20);шт.;2;2063,77;4127,54;;;44
86;"Прайс лист ""Агат"" и ""МДМ""";"СП-140 Окончание стола Менеджер  С опорой h=710 мм хром; ЛДСП - 22 мм. Габаритные размеры 1400 х 700 х 750 мм";шт;2;635,06;1270,12;;;109
244;"Прайс-лист ООО ""ЮНИКО-СИС""";Спектрофотометр UNICO 2800;шт;8;57466,96;459735,68;;;26
75;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/14 от 12.10.2020 г., 116.4-01-СМ4.2.1, стр.139, п.198";Сплит-система настенного типа Q=2 кВт, LS-H07KPA2/LU-H07KPA2;шт;1;7583,36;7583,36;;;60
104;"стр.85, п.1; 116.4-01-СМ4.5.2, Том 11.4.5.2 (КАЦ п.23.44) КП ООО «СтройМеханика»";"Станция затаривания ""СЗ-500-Л"" мягких контейнеров типа Биг-Бэг серии СтройПак. Производительность до 20 тонн/час, габаритные размеры L2763х1885х2415h мм, 5 кВт, 1700 кг";шт;1;36666,67;36666,67;;;168
52;"п.1; 116.4-01-СМ4.5, Том 11.4.5  (КАЦ п.21.38) КП ООО «СтройМеханика»";Станция затаривания СЗ 500 7-Л, 5 кВт, 1700 кг;шт;1;36666,67;36666,67;;;46
138;"п.26 КА;Grundfos";Станция пожаротушения Grundfos Hydro MX 1/1 CR32-3 5.5kW;шт;1;173681,39;173681,39;;;56
81;"Прайс лист ""Новель групп""  (116.4-01-СМ4.4  стр.137)";"Стеллаж  СТ-6. 1200х500х1800; Количество полок секции, шт. - 4; материал - нержавеющая сталь";шт;10;2376,81;23768,1;;;92
17;"Прайс лист ""Новель групп""  (116.4-01-СМ4.4  стр.137)";"Стеллаж  СТ-6. 1200х500х1800; Количество полок секции, шт. - 4; материал - нержавеющая сталь";шт;16;2376,81;38028,96;;;92
1;"Прайс лист ""Все инструменты""";Стеллаж  СТФ. Стеллаж металлический. Габариты, мм - 700×600×2 500;шт;2;469,42;938,84;;;65
16;"Прайс лист ""Все инструменты""";Стеллаж  СТФ. Стеллаж металлический. Габариты, мм - 700×600×2 500;шт;2;469,42;938,84;;;65
16;"Прайс лист ""Абсолют"" (116.4-01-СМ4.4  стр. 276 )";"Стеллаж металический полочный
Габарит (L×B×H), мм - 800×400×2000;
Количество полок, шт - 4;
Нагрузка на полку, кг - 100.( МС)";шт;2;507,25;1014,5;;;128
17;"Прайс лист ""Абсолют"" (116.4-01-СМ4.4  стр.276  )";"Стеллаж металический полочный
Габарит (L×B×H), мм - 800×400×2000;
Количество полок, шт - 4;
Нагрузка на полку, кг - 100.( МС)";шт;3;507,25;1521,75;;;128
18;"Прайс лист ""Абсолют"" (116.4-01-СМ4.4  стр.276 )";"Стеллаж металический полочный
Габарит (L×B×H), мм - 800×400×2000;
Количество полок, шт - 4;
Нагрузка на полку, кг - 100.( МС)";шт;1;507,25;507,25;;;128
21;"Прайс лист ""Абсолют"" (116.4-01-СМ4.4  стр. 276 )";"Стеллаж металический полочный
Габарит (L×B×H), мм - 800×400×2000;
Количество полок, шт - 4;
Нагрузка на полку, кг - 100.( МС)";шт;23;507,25;11666,75;;;128
13;"Прайс лист ""Абсолют"" (116.4-01-СМ4.4  стр. 276 )";"Стеллаж металический полочный
Габарит (L×B×H), мм - 800×400×2000;
Количество полок, шт - 4;
Нагрузка на полку, кг - 100.( МС)";шт;2;507,25;1014,5;;;128
15;"Прайс лист ""Абсолют"" (116.4-01-СМ4.4  стр. 276 )";"Стеллаж металический полочный
Габарит (L×B×H), мм - 800×400×2000;
Количество полок, шт - 4;
Нагрузка на полку, кг - 100.( МС)";шт;3;507,25;1521,75;;;128
16;"Прайс лист ""Абсолют"" (116.4-01-СМ4.4  стр. 276)";"Стеллаж металический полочный
Габарит (L×B×H), мм - 800×400×2000;
Количество полок, шт - 4;
Нагрузка на полку, кг - 100.(...";шт;5;507,25;2536,25;;;127
15;"Прайс лист ""Абсолют"" (116.4-01-СМ4.4  стр. 276 )";"Стеллаж металический полочный
Габарит (LхBхH), мм - 800х400х2000;
Количество полок, шт - 4;
Нагрузка на полку, кг - 100.( МС)";шт;16;507,25;8116;;;128
24;"Прайс лист ООО ""Диаском"" (116.4-01-СМ4.4  стр.247 )";"Стеллаж палетный металлический
Габарит (L×B×H), мм - 2...";шт;126;2897,68;365107,68;;;58
22;"Прайс лист ООО ""Диаском"" (116.4-01-СМ4.4  стр.247)";"Стеллаж паллетный металический
Габарит (L×B×H), мм - 2700×1000×3000;
Количество ярусов, шт - 2;
Балка 2700 П 130х50х1,5;
Нагрузка на ярус, кг - 3000";шт;9;2897,68;26079,12;;;152
72;"Прайс лист ""Вязьма"" (116.4-01-СМ4.4  стр. 142)";"Стиральная машина (ЛО-10-222)
Загрузочная масса (белья), кг – 8 – 12; Производительность, кг/ч – 10;
Вид обогрева – электрический;
Вид управления – автомат";шт;1;41529,57;41529,57;;;158
85;"Прайс лист ""ПромЭксперт"" (116.4-01-СМ4.4  стр.149)";"Стол гладильный электрический NETTUNO 98. Мощность, кВт: нагрева стола – 0,8;  привода – 0,4.";шт;2;8825,99;17651,98;;;93
13;"Прайс-лист ""KOMUS.ru"" (116.4-01-СМ4.4  стр.280-281 )";"Стол компьютерный угловой
Габарит, мм - 1600×1200 (600)×750";шт;1;1150,14;1150,14;;;60
16;"Прайс-лист ""KOMUS.ru"" (116.4-01-СМ4.4  стр.280-281 )";"Стол компьютерный угловой
Габарит, мм - 1600×1200 (600)×750";шт;1;1150,14;1150,14;;;60
22;"Прайс лист ""Эклектика"" (116.4-01-СМ4.4  стр. 285 )";"Стол обеденный
Габарит, мм - 1100х700х750";шт;1;637,68;637,68;;;42
15;"Прайс лист ""Эклектика"" (116.4-01-СМ4.4  стр. 285)";"Стол обеденный
Габарит, мм - 1100х700х750";шт;1;637,68;637,68;;;42
21;"Прайс лист ""Эклектика"" (116.4-01-СМ4.4  стр. 285 )";"Стол обеденный
Габарит, мм - 1100х700х750";шт;4;637,68;2550,72;;;42
22;"Прайс лист ""Эклектика"" (116.4-01-СМ4.4  стр. 285)";"Стол обеденный
Габарит, мм - 1100х700х750";шт;2;637,68;1275,36;;;42
14;"Прайс лист ""Prостранство"" (116.4-01-СМ4.4   стр. 286 п.1  )";"Стол письменный
Габарит (L×B×H), мм - 1500×700×740 (С-15)";шт;1;632,61;632,61;;;58
11;"Прайс лист ""Prостранство"" (116.4-01-СМ4.4  стр. 286 п.1)";"Стол письменный
Габарит (L×B×H), мм - 1500×700×740 (С-15)";шт;1;632,61;632,61;;;58
13;"Прайс лист ""Prостранство"" (116.4-01-СМ4.4  стр. 286 п.1 )";"Стол письменный
Габарит (L×B×H), мм - 1500×700×740 (С-15)";шт;2;632,61;1265,22;;;58
13;"Прайс лист ""Prостранство"" (116.4-01-СМ4.4  стр. 286 п.1 )";"Стол письменный
Габарит (L×B×H), мм - 1500×700×740 (С-15)";шт;1;632,61;632,61;;;58
68;"Прайс лист ""Gresson"" (116.4-01-СМ4.4  стр.153)";"Стол приемщика  СП-1200
Материал-сталь нержавеющая
Габаритные размеры, мм – 1 200×700×900.";шт;9;1401,45;12613,05;;;92
19;"Прайс лист ""Проффком"" (116.4-01-СМ4.4  стр. 289 )";Стул полумягкий. ИЗО;шт;2;195,65;391,3;;;20
20;"Прайс лист ""Проффком"" (116.4-01-СМ4.4  стр.289 )";Стул полумягкий. ИЗО;шт;4;195,65;782,6;;;20
14;"Прайс лист ""Проффком"" (116.4-01-СМ4.4  стр.289)";Стул полумягкий. ИЗО;шт;4;195,65;782,6;;;20
14;"Прайс лист ""Проффком"" (116.4-01-СМ4.4  стр.289)";Стул полумягкий. ИЗО;шт;2;195,65;391,3;;;20
19;"Прайс лист ""Проффком"" (116.4-01-СМ4.4  стр.289)";Стул полумягкий. ИЗО;шт;10;195,65;1956,5;;;20
19;"Прайс лист ""Проффком""  (116.4-01-СМ4.4  стр.289)";Стул полумягкий. ИЗО;шт;1;195,65;195,65;;;20
20;"Прайс лист ""Проффком"" (116.4-01-СМ4.4  стр.289)";Стул полумягкий. ИЗО;шт;5;195,65;978,25;;;20
90;"Прайс лист ООО ""Стас-Легма"" (116.4-01-СМ4.4  стр.154)";Стул швейный СШ-1В;шт;2;333,33;666,66;;;18
224;"Прайс-лист ООО ""СНОЛ-ТЕРМ""";Сушильный шкаф SNOL ...;шт;10;;177869,85;;;23
115;"Прайс-лист ""АП Системы безопасности""
 2020г";Табло информационное светодиодное ВЭЛАН-Т-Н-«НЕ ВХОДИТЬ»-К/Ч-(230АС)-П-УХЛ1-1ExsIICT6X;1 шт.;3;4133,33;12399,99;;;86
28;"п.5; 116.4-01-СМ4.5, Том 11.4.5 (КАЦ п.26.17), КП ООО «НПО Спецкран» (ООО «Оптим-Кран»)";Таль электрическая канатная ГОСТ 22584-96, грузоподъёмность 2 т, профиль для кранового пути ГОСТ19425-30М, h подъёма 16(20) м, 3,5 кВт, 320 кг;шт;1;417391,3;417391,3;;;142
27;"п.4; 116.4-01-СМ4.5, Том 11.4.5 (КАЦ п.26.16), КП ООО «НПО Спецкран» (ООО «Оптим-Кран»)";Таль электрическая канатная ГОСТ 22584-96, грузоподъёмность 3,2 т, профиль для кранового пути ГОСТ19425-36М, h подъёма 16(20) м, 5,5 кВт, 350 кг;шт;3;450434,78;1351304,34;;;144
113;"Прайс-лист    Компания ""Альфа-КОМ""";Телефонный аппарат  ТЕЛТА - 214;шт;3;288,41;865,23;;;31
122;"Прайс-лист    Компания ""Альфа-КОМ""";Телефонный аппарат  ТЕЛТА - 214;шт;1;288,41;288,41;;;31
114;"Прайс-лист    Компания ""Альфа-КОМ""";Телефонный аппарат  ТЕЛТА - 214;шт;1;288,41;288,41;;;31
117;"Прайс-лист    Компания ""Альфа-КОМ""";Телефонный аппарат  ТЕЛТА - 214;шт;3;288,41;865,23;;;31
117;"Прайс-лист    Компания ""Альфа-КОМ""";Телефонный аппарат  ТЕЛТА - 214;шт;1;288,41;288,41;;;31
105;"Прайс-лист    Компания ""Альфа-КОМ""";Телефонный аппарат  ТЕЛТА - 214;шт;20;288,41;5768,2;;;31
118;"Прайс-лист    Компания ""Альфа-КОМ""";Телефонный аппарат  ТЕЛТА - 214;шт;1;288,41;288,41;;;31
116;"Прайс-лист    Компания ""Альфа-КОМ""";Телефонный аппарат  ТЕЛТА - 214;шт;13;288,41;3749,33;;;31
92;"стр.275, п.12; 116.4-01-СМ4.5.2, Том 11.4.5.2 (КАЦ п.23.47), КП АО""Гипротяжмаш""";Тепловой модуль утилизации тепла выхлопных газов (ТММ-ТМВГ), 3500 кг;шт;1;362318,84;362318,84;;;68
107;Том 11.4.5, 116.4-01-СМ4.5, КАЦ п.7.18;Тепловычислитель СПТ 961.2;шт;1;6400;6400;;;26
133;"Том 11.4.5.1 , 116.4-01-СМ4.5.1  (КАЦ 16.11том 11.4.1) КП ООО ""Евроснаб"" от 24.02.2021г №120 стр.143, п.58";Тепловычислитель СПТ-961.12 (пар,вода,8L+4F+4R, RS485;шт.;1;5985,51;5985,51;;;53
56;"Прайс лист ООО ""Нижегородский Завод Теплообменного оборудования"" (116.4-01-СМ4.4  стр.250)";"Теплообменник 
Площадь теплообмена, м² - 41;
Материал - сталь нерж. 600ТКВ-1,6-М23-C1";шт;6;484909,71;2909458,26;;;87
63;"п.4; 116.4-01-СМ4.5, Том 11.4.5  (КАЦ п.22.20), КП АО""Гипротяжмаш""";Теплообменник противоточный жидкость-жидкость, расход 1 м3/ч, тепловая мощность 0,05 МВт, 10 м2, нержавеющая сталь основные размеры (длина х ширина х высота): 100х1300х1500 мм), 590 кг;шт;1;123188,41;123188,41;;;184
61;"п.3; 116.4-01-СМ4.5, Том 11.4.5  (КАЦ п.22.19), КП АО""Гипротяжмаш""";Теплообменник противоточный жидкость-жидкость, расход 8 м3/ч, тепловая мощность 0,3 МВт, 100 м2, нержавеющая сталь основные размеры (длина х ширина х высота): 600х1600х1750 мм), 1992 кг;шт;4;173913,04;695652,16;;;185
139;"Том 11.4.5.1 , 116.4-01-СМ4.5.1  (КАЦ 16.19 том 11.4.1) Прайс ""Спецарматура"" стр.215";Термопреобразователь сопротивления ТСП-035-100П-120мм;шт.;1;309,57;309,57;;;53
183;Том 11.4.5, 116.4-01-СМ4.5, КАЦ п.12.71;Термопреобразователь сопротивления. Гр.50М, 4-хпроводный,  диапазон измерения от минус 50 до +200 °С, класс допуска В, присоединение к процессу М20х1,5, класс пылевлагозащиты IP67, ТС-1388ВС/1;шт.;35;185,51;6492,85;;;192
127;Том 11.4.5, 116.4-01-СМ4.5, КАЦ п.9.7;Термостат защиты от замерзания для воздуха, -10...+12°С,SPDT, 240В, IP65, капиллярная трубка - 3м., T6961A1015;шт.;9;1476,28;13286,52;;;110
740;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/19 от 11.11.2020 г., 116.4-01-СМ4.2.2, стр.163, п.149";Термостат KP 61 (060L126466) 6 м (для 1-го водяного нагревателя);шт;1;1621,24;1621,24;;;64
743;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/19 от 11.11.2020 г., 116.4-01-СМ4.2.2, стр.164, п.165";Термостат KP 61 (060L126466) 6 м (для 1-го водяного нагревателя);шт;1;1621,24;1621,24;;;64
751;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/19 от 11.11.2020г., 116.4-01-СМ4.2.2, стр.160, п.15";Термостат KP 61 (060L126466) 6 м (для 1-го водяного нагревателя);шт;1;1621,24;1621,24;;;64
755;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/19 от 11.11.2020г., 116.4-01-СМ4.2.2, стр.160, п.2";Термостат KP 61 (060L126466) 6 м (для 1-го водяного нагревателя);шт;1;1621,24;1621,24;;;64
794;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/19 от 11.11.2020г., 116.4-01-СМ4.2.2, стр.161, п.59";Термостат KP 61 (060L126466) 6 м (для 1-го водяного нагревателя);шт;1;1621,24;1621,24;;;64
823;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/19 от 11.11.2020г., 116.4-01-СМ4.2.2, стр.162, п.75";Термостат KP 61 (060L126466) 6 м (для 1-го водяного нагревателя);шт;1;1621,24;1621,24;;;64
834;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/19 от 11.11.2020г., 116.4-01-СМ4.2.2, стр.163, п.118";Термостат KP 61 (060L126466) 6 м (для 1-го водяного нагревателя);шт;1;1621,24;1621,24;;;64
842;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/19 от 11.11.2020г., 116.4-01-СМ4.2.2, стр.163, п.131";Термостат KP 61 (060L126466) 6 м (для 1-го водяного нагревателя);шт;1;1621,24;1621,24;;;64
883;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/19 от 11.11.2020г., 116.4-01-СМ4.2.2, стр.165, п.213";Термостат KP 61 (060L126466) 6 м (для 1-го водяного нагревателя);шт;1;1621,24;1621,24;;;64
893;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/19 от 11.11.2020г., 116.4-01-СМ4.2.2, стр.165, п.229";Термостат KP 61 (060L126466) 6 м (для 1-го водяного нагревателя);шт;1;1621,24;1621,24;;;64
903;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/19 от 11.11.2020г., 116.4-01-СМ4.2.2, стр.165, п.240";Термостат KP 61 (060L126466) 6 м (для 1-го водяного нагревателя);шт;1;1621,24;1621,24;;;64
915;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/19 от 11.11.2020г., 116.4-01-СМ4.2.2, стр.166, п.253";Термостат KP 61 (060L126466) 6 м (для 1-го водяного нагревателя);шт;1;1621,24;1621,24;;;64
927;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/19 от 11.11.2020г., 116.4-01-СМ4.2.2, стр.166, п.266";Термостат KP 61 (060L126466) 6 м (для 1-го водяного нагревателя);шт;1;1621,24;1621,24;;;64
938;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/19 от 11.11.2020г., 116.4-01-СМ4.2.2, стр.166, п.279";Термостат KP 61 (060L126466) 6 м (для 1-го водяного нагревателя);шт;1;1621,24;1621,24;;;64
951;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/19 от 11.11.2020г., 116.4-01-СМ4.2.2, стр.167, п.326";Термостат KP 61 (060L126466) 6 м (для 1-го водяного нагревателя);шт;1;1621,24;1621,24;;;64
960;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/19 от 11.11.2020г., 116.4-01-СМ4.2.2, стр.168, п.341";Термостат KP 61 (060L126466) 6 м (для 1-го водяного нагревателя);шт;1;1621,24;1621,24;;;64
981;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/19 от 11.11.2020г., 116.4-01-СМ4.2.2, стр.169, п.376";Термостат KP 61 (060L126466) 6 м (для 1-го водяного нагревателя);шт;1;1621,24;1621,24;;;64
991;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/19 от 11.11.2020г., 116.4-01-СМ4.2.2, стр.169, п.392";Термостат KP 61 (060L126466) 6 м (для 1-го водяного нагревателя);шт;1;1621,24;1621,24;;;64
1012;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/19 от 11.11.2020г., 116.4-01-СМ4.2.2, стр.170, п.415";Термостат KP 61 (060L126466) 6 м (для 1-го водяного нагревателя);шт;1;1621,24;1621,24;;;64
1025;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/19 от 11.11.2020г., 116.4-01-СМ4.2.2, стр.170, п.434";Термостат KP 61 (060L126466) 6 м (для 1-го водяного нагревателя);шт;1;1621,24;1621,24;;;64
470;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/18 от 10.11.2020г., 116.4-01-СМ4.2.2, стр.217, п.2";Термостат KP 61 (060L126466) 6 м (для 1-го водяного нагревателя);шт;1;1641,69;1641,69;;;64
473;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/18 от 10.11.2020г., 116.4-01-СМ4.2.2, стр.217, п.22";Термостат KP 61 (060L126466) 6 м (для 1-го водяного нагревателя);шт;1;1641,69;1641,69;;;64
484;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/18 от 10.11.2020г., 116.4-01-СМ4.2.2, стр.218, п.28";Термостат KP 61 (060L126466) 6 м (для 1-го водяного нагревателя);шт;1;1641,69;1641,69;;;64
496;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/18 от 10.11.2020г., 116.4-01-СМ4.2.2, стр.218, п.41";Термостат KP 61 (060L126466) 6 м (для 1-го водяного нагревателя);шт;1;1641,69;1641,69;;;64
508;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/18 от 10.11.2020г., 116.4-01-СМ4.2.2, стр.218, п.59";Термостат KP 61 (060L126466) 6 м (для 1-го водяного нагревателя);шт;1;1641,69;1641,69;;;64
519;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/18 от 10.11.2020г., 116.4-01-СМ4.2.2, стр.219, п.107";Термостат KP 61 (060L126466) 6 м (для 1-го водяного нагревателя);шт;1;1641,69;1641,69;;;64
522;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/18 от 10.11.2020г., 116.4-01-СМ4.2.2, стр.219, п.75";Термостат KP 61 (060L126466) 6 м (для 1-го водяного нагревателя);шт;1;1647,39;1647,39;;;64
532;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/18 от 10.11.2020г., 116.4-01-СМ4.2.2, стр.219, п.91";Термостат KP 61 (060L126466) 6 м (для 1-го водяного нагревателя);шт;1;1641,69;1641,69;;;64
547;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/18 от 10.11.2020г., 116.4-01-СМ4.2.2, стр.220, п.118";Термостат KP 61 (060L126466) 6 м (для 1-го водяного нагревателя);шт;1;1641,69;1641,69;;;64
559;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/18 от 10.11.2020г., 116.4-01-СМ4.2.2, стр.220, п.131";Термостат KP 61 (060L126466) 6 м (для 1-го водяного нагревателя);шт;1;1641,69;1641,69;;;64
585;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/18 от 10.11.2020г., 116.4-01-СМ4.2.2, стр.221, п.177";Термостат KP 61 (060L126466) 6 м (для 1-го водяного нагревателя);шт;1;1641,69;1641,69;;;64
597;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/18 от 10.11.2020г., 116.4-01-СМ4.2.2, стр.222, п.190";Термостат KP 61 (060L126466) 6 м (для 1-го водяного нагревателя);шт;1;1641,69;1641,69;;;64
608;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/18 от 10.11.2020г., 116.4-01-СМ4.2.2, стр.222, п.209";Термостат KP 61 (060L126466) 6 м (для 1-го водяного нагревателя);шт;1;1641,69;1641,69;;;64
355;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/14 от 12.10.2020 г. 116.4-01-СМ 4.2.2 стр290  п.104";Термостат KP 61 (060L126466) 6 м (для 1-го водяного нагревателя);шт;1;1627,71;1627,71;;;64
359;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/14 от 12.10.2020 г.,  116.4-01-СМ 4.2.2 стр288 п.8";Термостат KP 61 (060L126466) 6 м (для 1-го водяного нагревателя);шт;1;1627,71;1627,71;;;64
388;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/14 от 12.10.2020 г., 116.4-01-СМ 4.2.2 стр288  п.24";Термостат KP 61 (060L126466) 6 м (для 1-го водяного нагревателя);шт;1;1627,71;1627,71;;;64
399;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/14 от 12.10.2020 г., 116.4-01-СМ 4.2.2 стр289 п.40";Термостат KP 61 (060L126466) 6 м (для 1-го водяного нагревателя);шт;1;1627,71;1627,71;;;64
408;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/14 от 12.10.2020 г., 116.4-01-СМ 4.2.2 стр289 п.55";Термостат KP 61 (060L126466) 6 м (для 1-го водяного нагревателя);шт;1;1627,71;1627,71;;;64
437;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/14 от 12.10.2020 г., 116.4-01-СМ 4.2.2 стр290 п.88";Термостат KP 61 (060L126466) 6 м (для 1-го водяного нагревателя);шт;1;1627,71;1627,71;;;64
518;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/14 от 12.10.2020 г.,116.4-01-СМ 4.2.2 стр289  п.72";Термостат KP 61 (060L126466) 6 м (для 1-го водяного нагревателя);шт;1;1627,71;1627,71;;;64
523;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/14 от 12.10.2020 г.,116.4-01-СМ 4.2.2 стр290 п.120";Термостат KP 61 (060L126466) 6 м (для 1-го водяного нагревателя);шт;1;1627,71;1627,71;;;64
348;"Прайс ООО ""НЕД-центр"" № ND20-028792/20 от 13.11.2020г., 116.4-01-СМ4.2.2, стр.299, п.15";Термостат KP 61 (060L126466) 6 м (для 1-го водяного нагревателя);шт;1;1629,4;1629,4;;;64
352;"Прайс ООО ""НЕД-центр"" № ND20-028792/20 от 13.11.2020г., 116.4-01-СМ4.2.2, стр.299, п.2";Термостат KP 61 (060L126466) 6 м (для 1-го водяного нагревателя);шт;1;1629,4;1629,4;;;64
386;"Прайс ООО ""НЕД-центр"" № ND20-028792/20 от 13.11.2020г., 116.4-01-СМ4.2.2, стр.300, п.68";Термостат KP 61 (060L126466) 6 м (для 1-го водяного нагревателя);шт;1;1629,4;1629,4;;;64
403;"Прайс ООО ""НЕД-центр"" № ND20-028792/20 от 13.11.2020г., 116.4-01-СМ4.2.2, стр.301, п.82";Термостат KP 61 (060L126466) 6 м (для 1-го водяного нагревателя);шт;1;1629,4;1629,4;;;64
429;"Прайс ООО ""НЕД-центр"" № ND20-028792/20 от 13.11.2020г., 116.4-01-СМ4.2.2, стр.302, п.142";Термостат KP 61 (060L126466) 6 м (для 1-го водяного нагревателя);шт;1;1629,4;1629,4;;;64
200;"КП ОП ООО ""НЕД-центр"" 13.10.2020г. 16.4-01-СМ 4.2.2 стр 233 п. 2";Термостат KP 61 (060L126466) 6 м (для 1-го водяного нагревателя);шт;2;1632,87;3265,74;;;64
670;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/22 от 06.12.2020, 116.4-01-СМ 4.6.1 стр 210 п.12";Термостат KP 61 (060L126466) 6 м (для 1-го водяного нагревателя);шт;1;1619,56;1619,56;;;64
675;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/22 от 06.12.2020, 116.4-01-СМ 4.6.1 стр 210 п.33";Термостат KP 61 (060L126466) 6 м (для 1-го водяного нагревателя);шт;1;1619,56;1619,56;;;64
683;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/22 от 06.12.2020, 116.4-01-СМ 4.6.1 стр 211 п.54";Термостат KP 61 (060L126466) 6 м (для 1-го водяного нагревателя);шт;1;1619,56;1619,56;;;64
714;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/22 от 06.12.2020, 116.4-01-СМ 4.6.1 стр 213 п.155";Термостат KP 61 (060L126466) 6 м (для 1-го водяного нагревателя);шт;1;1619,56;1619,56;;;64
732;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/22 от 06.12.2020, 116.4-01-СМ 4.6.1 стр 214 п.224";Термостат KP 61 (060L126466) 6 м (для 1-го водяного нагревателя);шт;1;1619,56;1619,56;;;64
745;"Прайс ОП ООО ""НЕД-центр"" № ND20-028792/22 от 06.12.2020, 116.4-01-СМ 4.6.1 стр 215 п.272";Термостат KP 61 (060L126466) 6 м (для 1-го водяного нагревателя);шт;1;1619,56;1619,56;;;64
